pk_ins,Place of interest,ins_latitude,ins_longitude,bicimad_latitude,bicimad_longitude,distance,Station location,Station ID,BiciMAD station
6300709,Instalación Deportiva Municipal Básica del Poblado Dirigido (Olesa de Montserrat),40.49063911016057,-3.694227756362352,40.481086,-3.688463,1242.7596021213196,Calle Pedro Rico nº 4,225.0,Pedro Rico
6309560,Instalación Deportiva Municipal Básica paseo de la Vaguada,40.48016602497203,-3.711297805142757,40.4630277,-3.6973333,2463.0226246794264,Calle Azucenas nº 1,215.0,Remonta
10967935,Instalación Deportiva Municipal Básica poblado de Santa Ana,40.49452475361937,-3.694665369930073,40.481086,-3.688463,1648.2414667737448,Calle Pedro Rico nº 4,225.0,Pedro Rico
7107982,Instalación Deportiva Municipal Canal de Remo Puente de la Princesa,40.38826046424135,-3.697263762189049,40.38895,-3.70017,333.1592420319547,Calle Antonio López nº 129,221.0,Glorieta de Cádiz
4527223,Instalación Deportiva Municipal Embajadores M-30,40.38418473435094,-3.685817452497564,40.389258643579105,-3.6903589643353483,758.735065885374,Calle Sodio nº 1B,243.0,Embajadores 191
6208131,Instalación Deportiva Municipal Nave de Terneras,40.3933877847248,-3.698565632659468,40.3928821,-3.6975708,124.43624384950712,Paseo de la Chopera nº 14,135.0,Entrada Matadero
4556424,Instalación Deportiva Municipal Parque Calle Vado,40.38577014172646,-3.696401590634661,40.38895,-3.70017,549.5591783969514,Calle Antonio López nº 129,221.0,Glorieta de Cádiz
5567512,Instalación Deportiva Municipal Parque Lineal del Manzanares Victoriano González,40.37383457446904,-3.6826926059178593,40.389258643579105,-3.6903589643353483,1918.183569848368,Calle Sodio nº 1B,243.0,Embajadores 191
6280430,Instalación Deportiva Municipal Puente de Praga,40.39522836906418,-3.707009644057296,40.39440607959559,-3.7080429728445563,147.1950067154345,Calle San Delfín nº 9,235.0,San Delfín
7106793,Instalación Deportiva Municipal Pádel  Marqués de Monistrol,40.42217047822115,-3.7244049640242287,40.4219665,-3.7224983,213.90645383323937,Paseo de la Florida nº 8,132.0,Paseo de la Florida
6280408,Instalación Deportiva Municipal Rocódromo 'Roc 30',40.39927267070148,-3.718824070151145,40.398247,-3.716591,274.0281716911755,Glorieta Marqués de Vadillo nº 9,220.0,Marqués de Vadillo
38383,Instalación deportiva municipal básica Campo de Fútbol Gabriel Fernández,,,40.4172137,-3.7018341,1.7976931348623157e+308,Puerta del Sol nº 1,1.0,Puerta del Sol A
